TripID,PickupTime,DropoffTime,FareAmount,VehicleID,ZoneID
65,2014-04-01 06:15:00,2014-04-01 06:31:00,25.91,V-1049,52
66,2014-04-01 06:16:00,2014-04-01 06:46:00,34.6,V-1049,55
67,2014-04-01 06:17:00,2014-04-01 07:00:00,10.45,V-1049,16
68,2014-04-01 06:17:00,2014-04-01 06:24:00,33.21,V-1049,97
69,2014-04-01 06:19:00,2014-04-01 06:44:00,46.4,V-1049,36
70,2014-04-01 06:20:00,2014-04-01 06:45:00,39.96,V-1049,98
71,2014-04-01 06:21:00,2014-04-01 06:49:00,30.42,V-1049,14
72,2014-04-01 06:22:00,2014-04-01 06:40:00,30.05,V-1049,72
73,2014-04-01 06:25:00,2014-04-01 06:44:00,10.49,V-1049,14
74,2014-04-01 06:31:00,2014-04-01 06:44:00,34.9,V-1049,68
75,2014-04-01 06:31:00,2014-04-01 06:53:00,14.23,V-1049,116
76,2014-04-01 06:32:00,2014-04-01 06:46:00,37.9,V-1049,92
77,2014-04-01 06:33:00,2014-04-01 07:14:00,13.89,V-1049,82
78,2014-04-01 06:34:00,2014-04-01 06:39:00,36.8,V-1049,100
79,2014-04-01 06:35:00,2014-04-01 06:44:00,56.34,V-1049,79
80,2014-04-01 06:36:00,2014-04-01 06:57:00,16.76,V-1049,85
81,2014-04-01 06:37:00,2014-04-01 06:46:00,18.46,V-1049,60
82,2014-04-01 06:38:00,2014-04-01 06:56:00,61.46,V-1049,105
83,2014-04-01 06:39:00,2014-04-01 06:50:00,13.61,V-1049,94
84,2014-04-01 06:40:00,2014-04-01 06:54:00,30.2,V-1049,37
85,2014-04-01 06:40:00,2014-04-01 07:01:00,19.37,V-1049,61
86,2014-04-01 06:42:00,2014-04-01 07:16:00,27.03,V-1049,75
87,2014-04-01 06:42:00,2014-04-01 07:03:00,27.22,V-1049,109
88,2014-04-01 06:43:00,2014-04-01 07:20:00,19.14,V-1049,110
89,2014-04-01 06:44:00,2014-04-01 07:24:00,47.73,V-1049,9
90,2014-04-01 06:45:00,2014-04-01 07:02:00,49.98,V-1049,44
91,2014-04-01 06:47:00,2014-04-01 07:15:00,61.8,V-1049,114
92,2014-04-01 06:47:00,2014-04-01 06:59:00,57.92,V-1049,28
93,2014-04-01 06:48:00,2014-04-01 07:30:00,13.12,V-1049,64
94,2014-04-01 06:52:00,2014-04-01 07:28:00,38.37,V-1049,87
95,2014-04-01 06:52:00,2014-04-01 07:27:00,64.72,V-1049,19
96,2014-04-01 06:54:00,2014-04-01 07:00:00,59.6,V-1049,37
97,2014-04-01 06:56:00,2014-04-01 07:15:00,23.63,V-1049,5
98,2014-04-01 06:57:00,2014-04-01 07:05:00,34.98,V-1049,95
99,2014-04-01 06:59:00,2014-04-01 07:24:00,23.47,V-1049,7
100,2014-04-01 07:00:00,2014-04-01 07:14:00,17.97,V-1049,35
101,2014-04-01 07:00:00,2014-04-01 07:21:00,33.29,V-1049,1
102,2014-04-01 07:00:00,2014-04-01 07:35:00,63.07,V-1049,6
103,2014-04-01 07:00:00,2014-04-01 07:44:00,42.03,V-1049,40
104,2014-04-01 07:01:00,2014-04-01 07:25:00,17.97,V-1049,41
105,2014-04-01 07:02:00,2014-04-01 07:08:00,26.54,V-1049,17
106,2014-04-01 07:02:00,2014-04-01 07:25:00,19.14,V-1049,101
107,2014-04-01 07:03:00,2014-04-01 07:16:00,53.23,V-1049,106
108,2014-04-01 07:06:00,2014-04-01 07:12:00,11.91,V-1049,111
109,2014-04-01 07:07:00,2014-04-01 07:30:00,12.71,V-1049,29
110,2014-04-01 07:08:00,2014-04-01 07:26:00,44.32,V-1049,113
111,2014-04-01 07:08:00,2014-04-01 07:46:00,13.17,V-1049,100
112,2014-04-01 07:09:00,2014-04-01 07:52:00,13.82,V-1049,103
113,2014-04-01 07:09:00,2014-04-01 07:47:00,10.62,V-1049,81
114,2014-04-01 07:09:00,2014-04-01 07:28:00,55.37,V-1049,100
115,2014-04-01 07:11:00,2014-04-01 07:31:00,33.77,V-1049,71
116,2014-04-01 07:12:00,2014-04-01 07:22:00,45.73,V-1049,34
117,2014-04-01 07:14:00,2014-04-01 07:45:00,36.86,V-1049,66
118,2014-04-01 07:15:00,2014-04-01 07:31:00,39.66,V-1049,83
119,2014-04-01 07:15:00,2014-04-01 07:40:00,40.92,V-1049,14
120,2014-04-01 07:17:00,2014-04-01 07:35:00,41.12,V-1049,10
121,2014-04-01 07:17:00,2014-04-01 08:02:00,61.71,V-1049,34
122,2014-04-01 07:20:00,2014-04-01 08:01:00,54.72,V-1049,17
123,2014-04-01 07:21:00,2014-04-01 07:55:00,19.42,V-1049,43
124,2014-04-01 07:22:00,2014-04-01 07:34:00,48.34,V-1049,86
125,2014-04-01 07:22:00,2014-04-01 07:42:00,17.34,V-1049,4
126,2014-04-01 07:23:00,2014-04-01 08:06:00,28.62,V-1049,51
127,2014-04-01 07:24:00,2014-04-01 07:30:00,60.04,V-1049,48
128,2014-04-01 07:25:00,2014-04-01 07:49:00,59.5,V-1049,11
129,2014-04-01 07:25:00,2014-04-01 07:33:00,46.01,V-1049,75
130,2014-04-01 07:26:00,2014-04-01 07:54:00,28.18,V-1049,40
131,2014-04-01 07:26:00,2014-04-01 07:38:00,63.04,V-1049,49
132,2014-04-01 07:27:00,2014-04-01 07:55:00,59.72,V-1049,3
133,2014-04-01 07:28:00,2014-04-01 07:33:00,49.74,V-1049,23
134,2014-04-01 07:29:00,2014-04-01 07:59:00,30.43,V-1049,52
135,2014-04-01 07:29:00,2014-04-01 07:44:00,34.83,V-1049,31
136,2014-04-01 07:29:00,2014-04-01 07:41:00,10.77,V-1049,69
137,2014-04-01 07:30:00,2014-04-01 08:03:00,59.06,V-1049,21
138,2014-04-01 07:32:00,2014-04-01 07:41:00,62.66,V-1049,16
139,2014-04-01 07:32:00,2014-04-01 07:38:00,40.63,V-1049,89
140,2014-04-01 07:35:00,2014-04-01 08:10:00,28.28,V-1049,49
141,2014-04-01 07:35:00,2014-04-01 08:17:00,55.0,V-1049,18
142,2014-04-01 07:35:00,2014-04-01 07:52:00,29.07,V-1049,5
143,2014-04-01 07:37:00,2014-04-01 08:16:00,43.11,V-1049,17
144,2014-04-01 07:38:00,2014-04-01 08:20:00,63.4,V-1049,8
145,2014-04-01 07:38:00,2014-04-01 07:48:00,34.26,V-1049,66
146,2014-04-01 07:38:00,2014-04-01 07:53:00,60.7,V-1049,43
147,2014-04-01 07:40:00,2014-04-01 08:05:00,51.43,V-1049,54
148,2014-04-01 07:42:00,2014-04-01 08:11:00,37.21,V-1049,61
149,2014-04-01 07:45:00,2014-04-01 08:23:00,54.63,V-1049,19
150,2014-04-01 07:45:00,2014-04-01 08:04:00,23.65,V-1049,9
151,2014-04-01 07:46:00,2014-04-01 08:23:00,13.07,V-1049,14
152,2014-04-01 07:46:00,2014-04-01 08:04:00,23.26,V-1049,109
153,2014-04-01 07:50:00,2014-04-01 08:16:00,48.94,V-1049,33
154,2014-04-01 07:51:00,2014-04-01 08:10:00,37.78,V-1049,22
155,2014-04-01 07:51:00,2014-04-01 08:18:00,22.98,V-1049,86
156,2014-04-01 07:53:00,2014-04-01 08:37:00,10.13,V-1049,3
157,2014-04-01 07:54:00,2014-04-01 08:17:00,40.91,V-1049,87
158,2014-04-01 07:55:00,2014-04-01 08:37:00,33.53,V-1049,24
159,2014-04-01 07:56:00,2014-04-01 08:40:00,50.05,V-1049,111
160,2014-04-01 07:56:00,2014-04-01 08:30:00,13.18,V-1049,93
161,2014-04-01 07:57:00,2014-04-01 08:28:00,28.96,V-1049,102
162,2014-04-01 07:59:00,2014-04-01 08:11:00,26.11,V-1049,94
163,2014-04-01 08:01:00,2014-04-01 08:27:00,11.02,V-1049,14
164,2014-04-01 08:02:00,2014-04-01 08:19:00,43.14,V-1049,98
165,2014-04-01 08:05:00,2014-04-01 08:44:00,37.07,V-1049,58
166,2014-04-01 08:05:00,2014-04-01 08:23:00,14.1,V-1049,38
167,2014-04-01 08:07:00,2014-04-01 08:44:00,57.64,V-1049,118
168,2014-04-01 08:08:00,2014-04-01 08:46:00,47.56,V-1049,80
169,2014-04-01 08:08:00,2014-04-01 08:35:00,9.57,V-1049,5
170,2014-04-01 08:08:00,2014-04-01 08:21:00,49.87,V-1049,71
171,2014-04-01 08:08:00,2014-04-01 08:17:00,18.16,V-1049,19
172,2014-04-01 08:08:00,2014-04-01 08:26:00,22.12,V-1049,101
173,2014-04-01 08:10:00,2014-04-01 08:35:00,56.19,V-1049,104
174,2014-04-01 08:11:00,2014-04-01 08:51:00,17.06,V-1049,103
175,2014-04-01 08:16:00,2014-04-01 08:31:00,55.98,V-1049,32
176,2014-04-01 08:18:00,2014-04-01 08:37:00,56.65,V-1049,60
177,2014-04-01 08:19:00,2014-04-01 08:39:00,49.2,V-1049,105
178,2014-04-01 08:19:00,2014-04-01 08:39:00,28.72,V-1049,77
179,2014-04-01 08:20:00,2014-04-01 08:59:00,63.99,V-1049,64
180,2014-04-01 08:21:00,2014-04-01 09:06:00,42.23,V-1049,32
181,2014-04-01 08:21:00,2014-04-01 08:43:00,8.56,V-1049,90
182,2014-04-01 08:22:00,2014-04-01 08:31:00,10.16,V-1049,50
183,2014-04-01 08:24:00,2014-04-01 08:39:00,14.17,V-1049,114
184,2014-04-01 08:24:00,2014-04-01 09:05:00,56.44,V-1049,82
185,2014-04-01 08:25:00,2014-04-01 08:44:00,24.93,V-1049,32
186,2014-04-01 08:25:00,2014-04-01 08:31:00,16.76,V-1049,68
187,2014-04-01 08:27:00,2014-04-01 09:05:00,46.14,V-1049,98
188,2014-04-01 08:28:00,2014-04-01 08:37:00,54.84,V-1049,63
189,2014-04-01 08:28:00,2014-04-01 09:00:00,15.86,V-1049,80
190,2014-04-01 08:29:00,2014-04-01 08:37:00,34.5,V-1049,64
191,2014-04-01 08:29:00,2014-04-01 09:02:00,16.44,V-1049,3
192,2014-04-01 08:30:00,2014-04-01 08:48:00,14.43,V-1049,11
193,2014-04-01 08:32:00,2014-04-01 09:07:00,63.16,V-1049,117
194,2014-04-01 08:32:00,2014-04-01 08:45:00,64.12,V-1049,65
195,2014-04-01 08:36:00,2014-04-01 09:00:00,42.71,V-1049,63
196,2014-04-01 08:39:00,2014-04-01 09:15:00,10.35,V-1049,87
197,2014-04-01 08:42:00,2014-04-01 09:15:00,16.37,V-1049,6
198,2014-04-01 08:43:00,2014-04-01 08:52:00,47.97,V-1049,101
199,2014-04-01 08:43:00,2014-04-01 09:22:00,16.2,V-1049,12
200,2014-04-01 08:44:00,2014-04-01 09:28:00,49.53,V-1049,71
201,2014-04-01 08:44:00,2014-04-01 09:04:00,45.81,V-1049,11
202,2014-04-01 08:45:00,2014-04-01 09:00:00,35.43,V-1049,10
203,2014-04-01 08:46:00,2014-04-01 09:15:00,29.64,V-1049,56
204,2014-04-01 08:49:00,2014-04-01 09:32:00,35.21,V-1049,73
205,2014-04-01 08:49:00,2014-04-01 09:06:00,18.68,V-1049,106
206,2014-04-01 08:51:00,2014-04-01 09:08:00,31.49,V-1049,63
207,2014-04-01 08:52:00,2014-04-01 09:22:00,54.97,V-1049,47
208,2014-04-01 08:54:00,2014-04-01 09:12:00,32.85,V-1049,78
209,2014-04-01 08:56:00,2014-04-01 09:32:00,28.13,V-1049,11
210,2014-04-01 08:58:00,2014-04-01 09:13:00,45.08,V-1049,68
211,2014-04-01 08:58:00,2014-04-01 09:19:00,13.73,V-1049,78
212,2014-04-01 08:58:00,2014-04-01 09:09:00,53.18,V-1049,93
213,2014-04-01 09:00:00,2014-04-01 09:10:00,42.2,V-1049,62
214,2014-04-01 09:02:00,2014-04-01 09:28:00,22.44,V-1049,35
215,2014-04-01 09:05:00,2014-04-01 09:38:00,58.64,V-1049,101
216,2014-04-01 09:06:00,2014-04-01 09:36:00,11.58,V-1049,96
217,2014-04-01 09:07:00,2014-04-01 09:31:00,30.77,V-1049,26
218,2014-04-01 09:08:00,2014-04-01 09:14:00,46.19,V-1049,20
219,2014-04-01 09:10:00,2014-04-01 09:24:00,23.35,V-1049,16
220,2014-04-01 09:12:00,2014-04-01 09:47:00,38.98,V-1049,60
221,2014-04-01 09:15:00,2014-04-01 09:49:00,19.69,V-1049,34
222,2014-04-01 09:16:00,2014-04-01 09:57:00,8.31,V-1049,17
223,2014-04-01 09:16:00,2014-04-01 09:23:00,52.31,V-1049,70
224,2014-04-01 09:23:00,2014-04-01 09:36:00,34.14,V-1049,78
225,2014-04-01 09:24:00,2014-04-01 09:38:00,35.82,V-1049,36
226,2014-04-01 09:24:00,2014-04-01 09:50:00,60.34,V-1049,44
227,2014-04-01 09:25:00,2014-04-01 09:57:00,12.55,V-1049,46
228,2014-04-01 09:25:00,2014-04-01 10:06:00,36.47,V-1049,45
229,2014-04-01 09:28:00,2014-04-01 09:45:00,32.06,V-1049,56
230,2014-04-01 09:30:00,2014-04-01 09:50:00,21.45,V-1049,66
231,2014-04-01 09:32:00,2014-04-01 10:00:00,57.01,V-1049,67
232,2014-04-01 09:35:00,2014-04-01 09:56:00,46.88,V-1049,109
233,2014-04-01 09:38:00,2014-04-01 09:43:00,52.15,V-1049,10
234,2014-04-01 09:42:00,2014-04-01 10:10:00,60.33,V-1049,109
235,2014-04-01 09:46:00,2014-04-01 10:02:00,47.44,V-1049,85
236,2014-04-01 09:46:00,2014-04-01 09:56:00,29.5,V-1049,117
237,2014-04-01 09:48:00,2014-04-01 10:10:00,13.54,V-1049,71
238,2014-04-01 09:49:00,2014-04-01 09:56:00,49.27,V-1049,43
239,2014-04-01 09:49:00,2014-04-01 10:22:00,25.13,V-1049,48
240,2014-04-01 09:52:00,2014-04-01 10:37:00,13.15,V-1049,70
241,2014-04-01 09:52:00,2014-04-01 10:26:00,58.59,V-1049,49
242,2014-04-01 09:54:00,2014-04-01 10:10:00,20.77,V-1049,69
243,2014-04-01 09:54:00,2014-04-01 10:28:00,47.44,V-1049,25
244,2014-04-01 09:55:00,2014-04-01 10:05:00,54.18,V-1049,44
245,2014-04-01 09:58:00,2014-04-01 10:11:00,51.11,V-1049,101
246,2014-04-01 09:58:00,2014-04-01 10:22:00,28.46,V-1049,109
247,2014-04-01 09:58:00,2014-04-01 10:37:00,19.75,V-1049,98
248,2014-04-01 10:01:00,2014-04-01 10:28:00,58.67,V-1049,12
249,2014-04-01 10:01:00,2014-04-01 10:39:00,53.78,V-1049,64
250,2014-04-01 10:04:00,2014-04-01 10:25:00,19.17,V-1049,11
251,2014-04-01 10:05:00,2014-04-01 10:23:00,32.0,V-1049,72
252,2014-04-01 10:06:00,2014-04-01 10:18:00,25.81,V-1049,74
253,2014-04-01 10:07:00,2014-04-01 10:43:00,50.52,V-1049,51
254,2014-04-01 10:15:00,2014-04-01 10:59:00,26.5,V-1049,103
255,2014-04-01 10:15:00,2014-04-01 10:59:00,41.44,V-1049,73
256,2014-04-01 10:15:00,2014-04-01 10:27:00,44.06,V-1049,81
257,2014-04-01 10:18:00,2014-04-01 11:00:00,36.05,V-1049,7
258,2014-04-01 10:18:00,2014-04-01 10:44:00,63.69,V-1049,113
259,2014-04-01 10:22:00,2014-04-01 10:37:00,59.48,V-1049,84
260,2014-04-01 10:22:00,2014-04-01 10:27:00,64.94,V-1049,44
261,2014-04-01 10:23:00,2014-04-01 10:55:00,20.85,V-1049,111
262,2014-04-01 10:27:00,2014-04-01 11:08:00,64.51,V-1049,94
263,2014-04-01 10:27:00,2014-04-01 10:58:00,40.24,V-1049,42
264,2014-04-01 10:29:00,2014-04-01 10:47:00,58.07,V-1049,76
265,2014-04-01 10:32:00,2014-04-01 10:50:00,59.65,V-1049,106
266,2014-04-01 10:32:00,2014-04-01 10:46:00,24.56,V-1049,69
267,2014-04-01 10:32:00,2014-04-01 11:10:00,12.76,V-1049,90
268,2014-04-01 10:33:00,2014-04-01 11:15:00,23.85,V-1049,82
269,2014-04-01 10:33:00,2014-04-01 10:46:00,15.37,V-1049,53
270,2014-04-01 10:34:00,2014-04-01 11:10:00,43.62,V-1049,96
271,2014-04-01 10:34:00,2014-04-01 11:10:00,41.52,V-1049,83
272,2014-04-01 10:34:00,2014-04-01 10:44:00,63.34,V-1049,56
273,2014-04-01 10:34:00,2014-04-01 11:18:00,46.9,V-1049,48
274,2014-04-01 10:36:00,2014-04-01 10:50:00,55.79,V-1049,72
275,2014-04-01 10:37:00,2014-04-01 10:45:00,17.58,V-1049,24
276,2014-04-01 10:37:00,2014-04-01 11:10:00,53.85,V-1049,89
277,2014-04-01 10:41:00,2014-04-01 11:02:00,18.41,V-1049,40
278,2014-04-01 10:43:00,2014-04-01 11:28:00,50.75,V-1049,85
279,2014-04-01 10:44:00,2014-04-01 10:58:00,21.03,V-1049,84
280,2014-04-01 10:44:00,2014-04-01 11:07:00,20.77,V-1049,115
281,2014-04-01 10:46:00,2014-04-01 11:29:00,52.22,V-1049,60
282,2014-04-01 10:46:00,2014-04-01 11:08:00,45.79,V-1049,4
283,2014-04-01 10:48:00,2014-04-01 11:19:00,8.05,V-1049,78
284,2014-04-01 10:53:00,2014-04-01 11:10:00,18.76,V-1049,77
285,2014-04-01 10:54:00,2014-04-01 11:13:00,62.47,V-1049,112
286,2014-04-01 10:55:00,2014-04-01 11:17:00,19.42,V-1049,72
287,2014-04-01 10:58:00,2014-04-01 11:30:00,24.51,V-1049,50
288,2014-04-01 10:59:00,2014-04-01 11:34:00,50.02,V-1049,99
289,2014-04-01 10:59:00,2014-04-01 11:13:00,55.21,V-1049,54
290,2014-04-01 11:01:00,2014-04-01 11:45:00,57.9,V-1049,84
291,2014-04-01 11:01:00,2014-04-01 11:42:00,58.28,V-1049,11
292,2014-04-01 11:01:00,2014-04-01 11:07:00,39.71,V-1049,99
293,2014-04-01 11:02:00,2014-04-01 11:28:00,33.89,V-1049,91
294,2014-04-01 11:02:00,2014-04-01 11:30:00,17.03,V-1049,23
295,2014-04-01 11:02:00,2014-04-01 11:43:00,35.89,V-1049,87
296,2014-04-01 11:03:00,2014-04-01 11:44:00,44.56,V-1049,81
297,2014-04-01 11:04:00,2014-04-01 11:24:00,63.64,V-1049,110
298,2014-04-01 11:05:00,2014-04-01 11:32:00,13.82,V-1049,10
299,2014-04-01 11:06:00,2014-04-01 11:41:00,20.53,V-1049,61
300,2014-04-01 11:06:00,2014-04-01 11:38:00,10.48,V-1049,100
301,2014-04-01 11:06:00,2014-04-01 11:41:00,51.21,V-1049,76
302,2014-04-01 11:09:00,2014-04-01 11:31:00,55.5,V-1049,58
303,2014-04-01 11:11:00,2014-04-01 11:43:00,8.26,V-1049,97
304,2014-04-01 11:12:00,2014-04-01 11:28:00,16.64,V-1049,40
305,2014-04-01 11:13:00,2014-04-01 11:50:00,8.54,V-1049,54
306,2014-04-01 11:14:00,2014-04-01 11:34:00,64.62,V-1049,35
307,2014-04-01 11:15:00,2014-04-01 11:31:00,38.36,V-1049,78
308,2014-04-01 11:16:00,2014-04-01 11:42:00,27.59,V-1049,85
309,2014-04-01 11:16:00,2014-04-01 11:54:00,9.15,V-1049,59
310,2014-04-01 11:17:00,2014-04-01 11:43:00,22.47,V-1049,118
311,2014-04-01 11:17:00,2014-04-01 11:46:00,9.42,V-1049,114
312,2014-04-01 11:17:00,2014-04-01 11:30:00,28.69,V-1049,89
313,2014-04-01 11:18:00,2014-04-01 11:40:00,17.32,V-1049,106
314,2014-04-01 11:20:00,2014-04-01 11:25:00,54.8,V-1049,101
315,2014-04-01 11:21:00,2014-04-01 11:44:00,49.05,V-1049,64
316,2014-04-01 11:22:00,2014-04-01 11:58:00,41.58,V-1049,27
317,2014-04-01 11:22:00,2014-04-01 11:34:00,19.46,V-1049,17
318,2014-04-01 11:24:00,2014-04-01 11:54:00,50.0,V-1049,58
319,2014-04-01 11:25:00,2014-04-01 11:39:00,22.27,V-1049,63
320,2014-04-01 11:28:00,2014-04-01 11:41:00,24.23,V-1049,38
321,2014-04-01 11:33:00,2014-04-01 12:18:00,20.87,V-1049,99
322,2014-04-01 11:33:00,2014-04-01 12:17:00,17.19,V-1049,109
323,2014-04-01 11:34:00,2014-04-01 12:07:00,55.86,V-1049,47
324,2014-04-01 11:34:00,2014-04-01 12:00:00,13.07,V-1049,28
325,2014-04-01 11:35:00,2014-04-01 12:01:00,39.96,V-1049,112
326,2014-04-01 11:37:00,2014-04-01 12:02:00,41.23,V-1049,30
327,2014-04-01 11:39:00,2014-04-01 11:50:00,9.47,V-1049,25
328,2014-04-01 11:40:00,2014-04-01 12:17:00,48.14,V-1049,91
329,2014-04-01 11:41:00,2014-04-01 11:48:00,12.29,V-1049,118
330,2014-04-01 11:41:00,2014-04-01 12:06:00,54.1,V-1049,78
331,2014-04-01 11:42:00,2014-04-01 11:51:00,28.43,V-1049,103
332,2014-04-01 11:43:00,2014-04-01 12:01:00,45.32,V-1049,10
333,2014-04-01 11:44:00,2014-04-01 12:20:00,38.43,V-1049,13
334,2014-04-01 11:45:00,2014-04-01 12:26:00,16.64,V-1049,4
335,2014-04-01 11:45:00,2014-04-01 12:18:00,53.44,V-1049,5
336,2014-04-01 11:47:00,2014-04-01 12:19:00,45.11,V-1049,1
337,2014-04-01 11:47:00,2014-04-01 12:17:00,18.62,V-1049,20
338,2014-04-01 11:47:00,2014-04-01 12:25:00,22.44,V-1049,40
339,2014-04-01 11:48:00,2014-04-01 12:11:00,42.48,V-1049,53
340,2014-04-01 11:50:00,2014-04-01 12:28:00,8.32,V-1049,63
341,2014-04-01 11:53:00,2014-04-01 12:09:00,59.1,V-1049,110
342,2014-04-01 11:54:00,2014-04-01 12:28:00,34.23,V-1049,46
343,2014-04-01 11:59:00,2014-04-01 12:14:00,13.2,V-1049,108
344,2014-04-01 11:59:00,2014-04-01 12:15:00,16.09,V-1049,45
345,2014-04-01 12:02:00,2014-04-01 12:34:00,51.74,V-1049,70
346,2014-04-01 12:02:00,2014-04-01 12:23:00,44.77,V-1049,57
347,2014-04-01 12:04:00,2014-04-01 12:48:00,13.5,V-1049,2
348,2014-04-01 12:07:00,2014-04-01 12:37:00,19.52,V-1049,51
349,2014-04-01 12:10:00,2014-04-01 12:32:00,53.53,V-1049,62
350,2014-04-01 12:10:00,2014-04-01 12:31:00,11.07,V-1049,29
351,2014-04-01 12:13:00,2014-04-01 12:39:00,28.0,V-1049,6
352,2014-04-01 12:14:00,2014-04-01 12:19:00,8.42,V-1049,68
353,2014-04-01 12:15:00,2014-04-01 12:53:00,40.03,V-1049,110
354,2014-04-01 12:16:00,2014-04-01 12:52:00,48.42,V-1049,109
355,2014-04-01 12:17:00,2014-04-01 12:40:00,37.6,V-1049,44
356,2014-04-01 12:19:00,2014-04-01 12:47:00,63.37,V-1049,51
357,2014-04-01 12:19:00,2014-04-01 12:24:00,11.62,V-1049,19
